professor,content,class_level,rating,date
Charles Van Loan,"Van Loan lectures are hopelessly boring and he makes a lot of mistakes, but if you can stay awake you will learn it. Lectures are very simple, projects are very hard and time consuming, but tests are fair and with a solid understanding of the material doable. Actually programming sucks, but once you figure it out it does make you feel pretty smart.", CS100M,"QUALITY
3.0
DIFFICULTY
3.0","Nov 9th, 2007"
Charles Van Loan,Awesome, CS100,"QUALITY
5.0
DIFFICULTY
5.0","Oct 8th, 2007"
Charles Van Loan,"This has been the most useful course for my job among all the courses I have taken. The material is extremely technical and is inherently hard to teach. Van Loan does a great job of making it more accessible and is engaging in his teaching style. If you want to work in quantitative finance, better take this course!!", CS421,"QUALITY
2.5
DIFFICULTY
4.0","Aug 10th, 2007"
Charles Van Loan,"I was cautious before entering COMS322, considering all the terrible reviews. However, Van Loan has been a clear, and occasionally funny, lecturer. 322 no longer uses his notoriously unreadable textbook, and all problem sets have been reasonably difficult. Compared to the crazy boring work I had in 211, 322 is both useful and interesting.", COMS322,"QUALITY
4.5
DIFFICULTY
4.0","Apr 5th, 2006"
Ramin Zabih,"Uncaring, unreasonable, sloppy exams. Despite making tons of errata on the exam, he defends himself vehemently and refuses to give any points for missing the errata. Also praises himself for pointing out all the errata he makes thinking that we appreciate it. He also decides on point allocation after grading the exam, so that's not very fair.", CS5112,"QUALITY
1.0
DIFFICULTY
3.0","Nov 4th, 2019"
Ramin Zabih,"Medical Literacy was amazing! It got me excited about diverse medical fields. Ramin didn't lecture himself but behind the scenes, organized group of practicing physicians from Weill Cornell medicine. Every session was a case study and explored a field. The session on lung cancer made me quit smoking. So this class extended my life span by 10 years!", IS5400,"QUALITY
5.0
DIFFICULTY
3.0","Aug 22nd, 2016"
Ramin Zabih,"I did not like the lack of organization on the HWs and exams. TAs write the HWs and half of each exam. I was told the class gets harder every year. With 5 minutes left on each prelim, we got 15-30 extra minutes, but no extra time on the final, so don't expect it all the time. Overall, that made me feel a lack of trust. Do well on the final.", CS3110,"QUALITY
2.5
DIFFICULTY
4.0","Dec 26th, 2012"
Ramin Zabih,"His first time teaching in years. Lectures were not pertinent much and not updated online until right before final. Problem Sets were managed solely by the TAs. Prelims were fine. Grade in class is almost solely based on final, as stated by email afterwards. He's a decent person, but do try to stay away as far as class goes.", CS3110,"QUALITY
2.5
DIFFICULTY
4.0","Dec 23rd, 2010"
Ramin Zabih,Extremely careless about classes. Lecture notes are updated 1 month later (Those for the finals haven't been updated yet)., CS3110,"QUALITY
1.5
DIFFICULTY
2.0","Dec 14th, 2010"
Ramin Zabih,Ramin is amazing! Extremely interesting lectures. Really knows his stuff. Enthusiastic about the subject. Best CS class I have taken. You really learn a lot about CS rather than just programming., CS100R,"QUALITY
5.0
DIFFICULTY
3.0","Dec 23rd, 2007"
Ramin Zabih,"Incredible class. Ramin makes intro CS extremely interesting. While other CS100 classes were doing mind-numbing pointless programming assignments, we actually learned useful CS applications and picked up the programming as we went.", CS100R,"QUALITY
4.5
DIFFICULTY
2.0","Nov 12th, 2007"
Ramin Zabih,Ramin is a God. Being taught by a genius like this is a true blessing., COMS312,"QUALITY
5.0
DIFFICULTY
3.0","Feb 10th, 2006"
Ramin Zabih,"Taking 312 with Ramin really kindled my interest in CS. He's a dynamic and lucid lecturer, with a flair for the material. His exams were engaging, the homework was interesting and manageable. I hear good things about machine vision, but can't comment from personal experience.", COMS312,"QUALITY
4.0
DIFFICULTY
3.0","Jan 14th, 2006"
Ramin Zabih,"Took class Fall 1996. Funny guy. Once asked the students why they took a 9AM lecture. (um, we were freshmen, we had little choice.) Exams and assignments were difficult but fair.", CS100B,"QUALITY
3.5
DIFFICULTY
1.0","Jun 7th, 2005"
Ramin Zabih,"312 students should complain about the material, not the teacher. this guy was really great in machine vision- great sense of humor and definitely one of the top 5 lecturers in the cs dept", CS664,"QUALITY
5.0
DIFFICULTY
3.0","Jan 26th, 2005"
Ramin Zabih,He managed to make lectures confusing even without using PowerPoint., CS312,"QUALITY
1.0
DIFFICULTY
5.0","Jan 23rd, 2005"
Ramin Zabih,"Course textbook: Hitchhiker's Guide to the Galaxy. Variable names Ford, Arthur and HHGTG were common. Lots of intel references. On a whole, really liked his teaching style. Wierd, geeky humor.", CS312,"QUALITY
5.0
DIFFICULTY
2.0","Jun 24th, 2004"
Ramin Zabih,"Went on personal rants all the time, and didn't really teach us much about the material. Extremely hard to get a hold of, and the grading was a constant mess. I will avoid him in the future.", CS312,"QUALITY
2.0
DIFFICULTY
4.0","Feb 11th, 2004"
Ramin Zabih,"Clear, thought-out lectures. Coursework can be demanding, and tedious at times. Has a strange pechant for THHGTTG.", CS312,"QUALITY
4.5
DIFFICULTY
4.0","Nov 6th, 2003"
Ramin Zabih,"Given that the material is difficult, Ramin is pretty good at explaining it. He could be better; sometimes his examples too quickly, and his explanations are not always direct. He will, however, make you understand all the major concepts.", CS312,"QUALITY
3.5
DIFFICULTY
2.0","Oct 29th, 2003"
Ramin Zabih,"Conceited; the class is marked by arrogant speeches that sound as if he's doing the students some kind of enormous favour by teaching them. He's very hard to get a hold of outside of class, a disorganized lecturer, and the coursework is extremely hard.", COMS312,"QUALITY
1.5
DIFFICULTY
4.0","Oct 29th, 2003"
Ramin Zabih,"Ramin is a VERY dedicated teacher, he takes the class very seriously, and he's an interesting lecturer. He's not the best teacher ever, but he's damn, damn good.", COMS312,"QUALITY
4.0
DIFFICULTY
3.0","Sep 17th, 2003"
Emin Gun Sirer,He never lets us do anything we dont even learn and when we do its extermly dificult, COMS316,"QUALITY
1.0
DIFFICULTY
5.0","Mar 24th, 2020"
Emin Gun Sirer,Best CS professor at Cornell. Hands down., CS4110,"QUALITY
5.0
DIFFICULTY
4.0","Feb 23rd, 2015"
Emin Gun Sirer,he was a great lecturer, 4410,"QUALITY
5.0
DIFFICULTY
4.0","Jan 22nd, 2015"
Emin Gun Sirer,"Great lectures are run like a large discussion, but often don't describe topics comprehensively enough for full coverage. He really stimulates interest in OS though. Exams and grading are very hard. Treat the lecture and prac as 4 credits each in terms of work load.", CS4410,"QUALITY
3.5
DIFFICULTY
4.0","Dec 31st, 2014"
Emin Gun Sirer,"Confusing lectures, need to read textbook...", CS4410,"QUALITY
2.0
DIFFICULTY
5.0","Nov 23rd, 2014"
Emin Gun Sirer,"Such an excellent class and Prof. Sirer is a phenomenal lecturer. He knows the material very well and if you go to class, read the book, and spend time on the assignments.. you will do fine. Exams are brutal, but the workload is not too bad. Overall, great course.. but don't expect to get an 'A' grade.", CS4410,"QUALITY
5.0
DIFFICULTY
5.0","Dec 13th, 2012"
Emin Gun Sirer,"Topics are in general interesting. Projects are enjoyable. However, project description is always vague (clarification is even 2 * longer than original description). Grading sometimes doesn't follow description quite well.", CS4410,"QUALITY
4.0
DIFFICULTY
5.0","Dec 18th, 2010"
Emin Gun Sirer,eee, COMP303,"QUALITY
5.0
DIFFICULTY
4.0","Dec 6th, 2007"
Emin Gun Sirer,I loved cs316. Corewars was awesome., CS316,"QUALITY
5.0
DIFFICULTY
4.0","Sep 16th, 2007"
Emin Gun Sirer,"316 may be better than 314, but is very hard. Gun likes to skip 314 material and cover 50% of 414. Gun _tries_ very hard to engage the class. He's also the only professor I know who has a huge ego to accompany his 'l33t h4x0r ski11z'. He can tend to be terribly unhelpful. Work hard; he expects genius. Behold the preppiest CS professor alive.", COMS316,"QUALITY
3.0
DIFFICULTY
4.0","Jan 19th, 2007"
Emin Gun Sirer,"This class was supposed to be the most time intensive core EE/CS course. For some reason, the 4 killer projects got shrunk to 2 (3rd optional) which covered the first 2 of the 4 topics. The last project was supposed to be so hard it took the place of a final. We ended up having to copy diagrams from our texts. Could have been cool. Was not.", ECE314,"QUALITY
2.0
DIFFICULTY
1.0","Jan 18th, 2006"
Emin Gun Sirer,Excellent. Made me decide to pursue systems., CS314,"QUALITY
5.0
DIFFICULTY
3.0","Dec 16th, 2005"
Emin Gun Sirer,"excellent course. the prof. was dedicated to clarifying the material. learned more in this course than all others combined. never mind the person complaining about the project. there were three projects, first and third were awesome, the second was identical to a part of last year's.", ECE314,"QUALITY
5.0
DIFFICULTY
3.0","Dec 15th, 2005"
Emin Gun Sirer,"This professor screwed up ECE 314. This course was destroyed because there was no project. This was blamed on ""not being able to install the software."" How can you not be able to install software?? This professor was lazy and not organized. He stopped giving HW in October! Writes too small on the board, very unclear. Worthless.", ECE314,"QUALITY
1.5
DIFFICULTY
2.0","Dec 13th, 2005"
Emin Gun Sirer,"This was a challenging course, where the prof. was dedicated to clarifying issues in class. Prof. Sirer had another prof. take over for him, but cut him some slack - he said it was due to a family emergency. Overall, a memorable class where I learned a lot.", ECE314,"QUALITY
4.5
DIFFICULTY
3.0","Nov 18th, 2005"
Emin Gun Sirer,I wish the guy showed up for class more often., ECECS314,"QUALITY
1.5
DIFFICULTY
4.0","Apr 14th, 2005"
Emin Gun Sirer,"Very disorganized, unprepared. Sirer did practically nothing except show up- sometimes. He doesn't know anything about the projects he reuses. And he likes to spring surprises on you (some good, some bad), like changing exam dates at the last moment, and making it closed-book and 2 1/2 hours long.", ECE314,"QUALITY
3.0
DIFFICULTY
4.0","Jan 23rd, 2005"
Emin Gun Sirer,"Lectures were really bad at the beginning of the semester, disorganized, unclear. Improved towards the end. Final project was a killer, as it was due in the middle of finals week. Granted it was his first time teaching the class. Very helpful and friendly professor.", CS314,"QUALITY
4.0
DIFFICULTY
3.0","Jan 11th, 2005"
Emin Gun Sirer,"The class started off terribly, but as the semester moved on and he started showing up to class things improved dramatically. His lecturing skills could use some work, but in the end his grading is fair (even generous) and you'll have learned something.", CSECE314,"QUALITY
2.5
DIFFICULTY
2.0","Jan 6th, 2005"
Emin Gun Sirer,"He isn't strong with the A/D circuit portion of the course, but he is very clear on the CS material. His lectures became great when he put away the aged powerpoint slides and started teaching with the blackboard. It's a shame that there was a month left of class when he did that.", ECE314,"QUALITY
4.5
DIFFICULTY
4.0","Nov 23rd, 2004"
Ashutosh Saxena,worst professor at cornell, CS4758,"QUALITY
1.0
DIFFICULTY
3.0","Aug 8th, 2015"
Ashutosh Saxena,"Most horrible teacher I've ever had. If you like a course, reconsider taking it if he's teaching. He maybe nice to you, but when push comes to shove, he's a terrible human being from the soul.", CS49999,"QUALITY
1.0
DIFFICULTY
5.0","Jan 20th, 2015"
Ashutosh Saxena,The professor is really unhelpful and the assignments are way off the topics that are discussed during the class. Really unorganized class material., CS4758,"QUALITY
1.0
DIFFICULTY
5.0","Feb 4th, 2014"
Ashutosh Saxena,The professors has difficulty in communicating the theory and also the home work is much more unorganized, CS4758,"QUALITY
1.0
DIFFICULTY
5.0","Dec 23rd, 2013"
Ashutosh Saxena,"I found the classes were not structured properly. The professor does not teaches the basics and in case you have a query , he is not able to explain the queries in a proper mathematical manner", CS4758,"QUALITY
1.0
DIFFICULTY
5.0","Dec 18th, 2013"
Ashutosh Saxena,take this class only if you have taken other ai classes before. instructor assumes you know the basics. i had hard time catching up., CS4758,"QUALITY
4.0
DIFFICULTY
4.0","Nov 23rd, 2013"
Ashutosh Saxena,Does not have the best teaching skills. But wonderful for research discussion related to class project. He comes up really quickly with examples to explain the hardest concept. Strongly recommended if interested in robotics. Best roboticist the Cornell has to offer., CS4758,"QUALITY
4.0
DIFFICULTY
3.0","Nov 8th, 2013"
Ashutosh Saxena,I was so interested in this course prior to attending Cornell.Sad that I would not be taking this course again. The classes were vague and the professor has problems in communicating., CS4758,"QUALITY
1.0
DIFFICULTY
5.0","Oct 23rd, 2013"
Ashutosh Saxena,Classes were confusing and material used was not very relevant. Bad experience. Not going to take again, CS4758,"QUALITY
1.0
DIFFICULTY
5.0","Oct 10th, 2013"
Ashutosh Saxena,I had taken many courses in the AI vector at Cornell. This class used many algorithms and discussed applications to robotics. I really liked the way homeworks were designed that helped understand the material and how to apply it., CS4758,"QUALITY
4.0
DIFFICULTY
3.0","Oct 3rd, 2013"
Ashutosh Saxena,"I really loved machine learning, and this class's applications on robots connected my theoretical understanding to reality. The lectures on Kalman Filters and Reinforcement Learning were fun, although it helped to prepare a bit in advance before the lecture.", CS4758,"QUALITY
5.0
DIFFICULTY
3.0","Sep 12th, 2013"
Ashutosh Saxena,Very helpful in class projects. Had fun!, 47581,"QUALITY
5.0
DIFFICULTY
2.0","Feb 14th, 2013"
Ashutosh Saxena,The rant I just wrote for my course eval was double the size allowed here. Suffice to say Saxena is horrible. I had him for CS 6758 last semester and should have known better. Say away. 0/10 stars. Would not take again., CS4758,"QUALITY
1.0
DIFFICULTY
5.0","May 5th, 2011"
Ashutosh Saxena,"Easily, the worst professor I have ever had. He never gave a single helpful lecture or comment. He also doesn't listen to students...it's like talking to a wall.", CS4758,"QUALITY
1.0
DIFFICULTY
4.0","Apr 30th, 2011"
Ashutosh Saxena,"He seems to be a good researcher, but he just cannot teach. He cracks pathetic jokes. Has problems while communicating, rather than sticking to slides, he wastes times around the blackboard. I agree with earlier reviews, probably not the best one Cornell has to offer, sadly not even average.", CS6780,"QUALITY
1.0
DIFFICULTY
5.0","Dec 8th, 2010"
Ashutosh Saxena,"Jesus tap dancing Christ! I can't agree more with the previous comment. This guy is the worst professor I have had so far by a long shot. Lectures are useless, he does not know how to explain the material. He uses another prof.s notes, no textbook. HW is a huge time drain. Not helpful at all.", CS6780,"QUALITY
2.0
DIFFICULTY
4.0","Dec 7th, 2010"
Ashutosh Saxena,"Worst professor at Cornell. No exceptions. Cannot lecture, test, produce homeworks, grade or use proper mathematical language well. The course is a timesink and waste.", CS6780,"QUALITY
1.0
DIFFICULTY
5.0","Dec 2nd, 2010"
Michael George,"Lectures do not cover the materials that the PSets and the exams are on. His lectures were also super boring and he sometimes moved through too quickly. It's a running joke among CS majors that 2800 is a hellhole that you somehow need to get through. Thank god there's a new prof this year; hopefully, she does a better job.", CS2800,"QUALITY
1.0
DIFFICULTY
5.0","Dec 10th, 2020"
Michael George,"Michael George is not the best lecturer, though the lectures are important. But he goes out of his way to help students outside of class, so take advantage of his office hours.", CS2800,"QUALITY
4.0
DIFFICULTY
3.0","Dec 3rd, 2020"
Michael George,"Lectures are pretty clear and straightforward. Material isn't that complicated but takes a lot of work, memorization, and attention to detail. Homeworks are long and actually require effort (took 4-6 hours but I also never went to OH). He seems like a nice guy? Pedantic (but you have to be for this subject) and knows what he's doing, wants to help.", CS2800,"QUALITY
4.0
DIFFICULTY
4.0","May 22nd, 2020"
Michael George,"Michael George is very good at explaining things in CS 2800. He goes through proofs in detail and is also extremely helpful during Office hours; I think a lot of people don't like him because they don't like the class, rather than the fact that they don't like him.", CS2800,"QUALITY
5.0
DIFFICULTY
4.0","May 16th, 2020"
Michael George,"The worst professor I had at Cornell. Homework takes immeasurable amount of time a lot of which you will spend in overcrowded office hours, and is also way above the level of the lectures. Lecturing is confusing, and he already assumes you know a lot of stuff.", CS2800,"QUALITY
1.0
DIFFICULTY
5.0","Apr 18th, 2020"
Michael George,Professor George explains things really well. He states things very clearly and takes questions seriously. But exams are very very loaded., CS2800,"QUALITY
4.0
DIFFICULTY
3.0","Jan 22nd, 2020"
Michael George,"This guy is the worst. Clearly from reviews on this site no one goes to his useless lectures, now he makes them mandatory. A professor's insecurities about his/her teaching ability really show when they force their students to listen to them speak and half of their course website is about academic integrity violations since no one does the work.", CS2800,"QUALITY
1.0
DIFFICULTY
5.0","Jan 22nd, 2020"
Michael George,"Horrible professor. You are better off not attending lecture; he doesn't explain his proofs well at all. Notes are horrible to read from, so they're garbage. Some of the TAs also don't know what they're talking about. I would attend office hours every week for at least 12 hours and would not receive any insightful help from certain TAs. Horrendous.", CS2800,"QUALITY
1.0
DIFFICULTY
5.0","Sep 4th, 2019"
Michael George,"Had him for 2800. Hes a moderately engaging professor. He explained things well - many of the topics were new to me. It was a big class, but he complained if students were late/talking, which I guess is his prerogative. He does try to make the material relevant from both a math-CS and an industry-CS perspective. psets are 8-10 hrs - start early.", CS2800,"QUALITY
4.0
DIFFICULTY
4.0","May 19th, 2019"
Michael George,"Homework is impossible and at a substantially higher level than the what is taught in lecture. If you don't like proofs, this class will suck for you.", CS2800,"QUALITY
3.0
DIFFICULTY
5.0","May 6th, 2019"
Michael George,"George is maybe not the best lecturer by any means, however he is extremely caring. He ran weekly review sessions on Tuesday nights to recap the last week's material and his prelim and final exam review sessions were immensely helpful. Homework was pretty brutal and some of the exams were absurdly difficult. That being said, the curve is generous.", CS2800,"QUALITY
3.0
DIFFICULTY
5.0","Dec 15th, 2018"
Michael George,"If you take this class assuming that lecture won't help you, you will do better. Lecture is only helpful if you also use the textbook (but I recommend using ""Discrete Mathematics and Its Applications"" by Rosen because there are examples and it's more user-friendly). Notes are uploaded online but honestly won't help you because you can't read them", CS2800,"QUALITY
2.0
DIFFICULTY
5.0","Oct 15th, 2018"
Michael George,"I personally really liked 2800 with Professor George. Prior to 2800, I never formally learned how to prove things, but he made it much more understandable in terms of what makes a solid proof and what techniques to use. One thing that helped me: redo in-class proofs without notes. Lectures do get a lil rough (esp in Uris G01), but it's worth going!", CS2800,"QUALITY
5.0
DIFFICULTY
4.0","Aug 31st, 2018"
Michael George,"Wonderful guy, great class. If this is your first proof-based math class, you need to put in time outside of class to think through proofs and logic on your own. Working through the first couple chapters of an intro number theory textbook over break is a good way to prepare. Also, plenty of support in terms of piazza and office hours.", CS2800,"QUALITY
5.0
DIFFICULTY
3.0","Aug 20th, 2018"
Michael George,"Very clear and concise. However, the course covers only the very basics of a lot of math/CS topics in such a brief amount of time; it feels like nothing is really well developed. Since the problems are fairly involved grading is hand-wavy at times and it's possible to get a good grade without really knowing the topic well, which can be frustrating.", CS2800,"QUALITY
4.0
DIFFICULTY
4.0","May 26th, 2018"
Michael George,Clear lectures. Only criticism I have is that some long proofs would be done quickly and people would have tons of questions afterwards. But he's smart and answers all questions very well. Ithaca is Georges. Don't skip lectures., CS2800,"QUALITY
5.0
DIFFICULTY
3.0","May 25th, 2018"
Michael George,"Professor George's lectures and lecture notes are were often unclear and difficult to follow due to his sometimes awkward notation choices and barely legible handwriting. Moreover, many of the homework problem sets were made very difficult by going far beyond what was taught in class.", CS2800,"QUALITY
1.0
DIFFICULTY
4.0","May 19th, 2018"
Michael George,"Mike George is a great teacher if you pay attention in class. He writes down notes in class on his IPad which is projected on a screen, which makes the lecture easy to follow. This course is hard to do well in if you don't attend lecture, but if your attendance is good and you put in effort, you will do well.", CS2800,"QUALITY
5.0
DIFFICULTY
3.0","May 12th, 2018"
Michael George,"His lectures are not well-explained. He defines terms and concepts in his vague own words and I often don't know what he's talking about. Weekly homework. Hated 2800 because his lectures were so boring but when I went to TA office hours, the stuff turned out to be actually interesting. He somehow managed to make cool stuff so boring and confusing", CS2800,"QUALITY
1.0
DIFFICULTY
5.0","Apr 30th, 2018"
Michael George,He's a nice person. But he is just mediocre at teaching. The lecture note and hw make little sense. some of the terms are vague. He definitely doesn't know the material himself..., CS4410,"QUALITY
2.0
DIFFICULTY
3.0","Jul 15th, 2017"
Michael George,He really cares about his students. HW once a week & requires office hours for full score but enlightening. Answers questions clearly during lecture. I'd say everyone was really greatful they took the class and learned so many things UNTIL he absolutely shafted everyone on the final., CS2800,"QUALITY
4.0
DIFFICULTY
5.0","Jul 5th, 2017"
Michael George,"He's devoted to teaching and his students. However, not a good lecturer at all. He basically just recites all the definitions and problem solutions without explaining.", CS2800,"QUALITY
2.0
DIFFICULTY
4.0","Jun 12th, 2017"
Michael George,"Michael George is honestly a very good professor who teaches my favorite class at Cornell thus far. During class, George would always stop to answer any and all questions about his proofs just to make sure everyone was following along. The only times I got lost a bit weren't things that we were tested on. There's a lot of really cool material!", CS2800,"QUALITY
5.0
DIFFICULTY
4.0","May 27th, 2017"
Michael George,"Nice person, mediocre professor, hard homework, even harder exams.", CS2800,"QUALITY
3.0
DIFFICULTY
4.0","May 16th, 2017"
Michael George,"Not sure why there're so many low reviews for Prof George. I had him in the fall (2016) and he was a great lecturer. He writes proofs from scratch rather than just blindly teaching it, which was very helpful. Tests and homeworks were fair; go to office hours if you get stuck. I really enjoyed 2800 with Mike George and would take any class with him", CS2800,"QUALITY
5.0
DIFFICULTY
3.0","Apr 6th, 2017"
Michael George,"I honestly did not go to lecture pretty much ever and still got an A because he posts such detailed lecture notes and reading online. If you use the online resources and study super hard right before tests, you'll be fine. pretty fun class!", CS2800,"QUALITY
3.0
DIFFICULTY
4.0","Mar 30th, 2017"
Michael George,"Great Professor. Seems really boring and hard to hear his voice, but if you pay close attention, he is amazing. Very helpful, ask a lot of questions to get the best result out of him!", CS2800,"QUALITY
4.0
DIFFICULTY
3.0","Mar 22nd, 2017"
Michael George,"Countless errors, typos and confusion in lectures, lecture notes and problems. A proof course should not be imprecise like this.", CS2800,"QUALITY
1.0
DIFFICULTY
3.0","Mar 9th, 2017"
Michael George,"Student understanding is not a high priority in his lectures. I see little work and little development as a teacher. He uses a mix of complicated notation and arbitrary wording in both homework and lectures, explaining them in no easy terms, further confusing the students.", CS2800,"QUALITY
1.0
DIFFICULTY
4.0","Mar 3rd, 2017"
Michael George,"He is a lovely guy, but his lectures sometimes make little sense. He obviously makes effort to teaching, but he likes inventing his own problems which hardly makes sense. It might be better to be more organized during lectures in presenting his materials.", CS2800,"QUALITY
2.0
DIFFICULTY
3.0","Feb 25th, 2017"
Fred Schneider,"This is only time I say ""worst professor ever and worst course ever"" when I rate a professor and a course. Extremely arrogant, disrespectful to students. The course content is totally dry and far outdated. HW and projects grading criteria is utterly unclear (deduct you 20% for a typo). I can't imagine I am paying 15k to take such a disaster course.", CS5430,"QUALITY
1.0
DIFFICULTY
5.0","Dec 25th, 2020"
Fred Schneider,The professor is super smart and condescending. Course delivery is vague. Worst professor ever in four years., CS4410,"QUALITY
1.0
DIFFICULTY
3.0","Dec 9th, 2020"
Fred Schneider,"He has the most monotone voice ever. Also, he does not understand how to map students scores to grades. In one assignment, the median was 5/35 and he did not curve it.", CS4410,"QUALITY
1.0
DIFFICULTY
4.0","Nov 26th, 2020"
Fred Schneider,"Kinda a mean person. Lectures can be pretty dry too. He co-taught OS with RVR, and RVR was not only nicer, but also more engaging during lecture.", CS4410,"QUALITY
1.0
DIFFICULTY
1.0","Jan 8th, 2020"
Fred Schneider,"His lectures are confusing, his explanations vague. He also doesn't have real lecture slides, they're just handwritten notes (which are even more incomprehensible than he is in person). 80k tuition and not even readable slides.... AVOID him for CS4410. He co-lectured with RVR and while I mostly always understand RVR, I rarely understand Schneider.", CS4410,"QUALITY
1.0
DIFFICULTY
4.0","Sep 26th, 2019"
Fred Schneider,"If you come to office hours, he wont help you or treat you with respect. Its like an imposition to him.", CS414,"QUALITY
2.0
DIFFICULTY
4.0","May 22nd, 2018"
Fred Schneider,Arrogant as though he knows everything. Not approachable. The expositions concentrate on tedious details and not on principles. His TAs are harsh., CS414,"QUALITY
3.0
DIFFICULTY
2.0","Mar 14th, 2008"
Fred Schneider,Nice classes, CS513,"QUALITY
2.5
DIFFICULTY
4.0","Jan 26th, 2008"
Fred Schneider,"Schneider really knows his stuff on Security: the lectures were very lucid, and presented seemingly-humdrum security topics in an overarching framework. He gets impatient with stupid questions, and has been known to belittle students for asking stupid questions. If you have a robust ego, however, you will probably enjoy his humorous sallies.", CS513,"QUALITY
4.5
DIFFICULTY
4.0","Jan 14th, 2006"
Fred Schneider,"Schneider is a great educator - his lectures are clear and enlightening. On the other hand, he's somewhat of a prick. He called one student stupid for following (Schneider's) procedure, and accused another group of cheating for accidentally signing up for two presentation slots.", CS513,"QUALITY
3.5
DIFFICULTY
3.0","Jan 25th, 2005"
Fred Schneider,"Nice class, cool professor.", CS513,"QUALITY
4.5
DIFFICULTY
2.0","Dec 5th, 2004"
Fred Schneider,"Excellent professor - knows an amazing amount about the subject, and his lectures are a model of clarity. Also extremely helpful outside of class.", CS513,"QUALITY
5.0
DIFFICULTY
3.0","Sep 24th, 2004"
Fred Schneider,"Teaching style discourages in-class questions; difficult to approach. Lecturing style is simple, but clarity can still be lacking due to lack of elaboration.", COMS513,"QUALITY
2.0
DIFFICULTY
3.0","Aug 19th, 2004"
Fred Schneider,Excellent., CS513,"QUALITY
5.0
DIFFICULTY
4.0","Aug 17th, 2004"
Fred Schneider,"Painfully elitist teaching methods; Unclear grading schemes; Last two-thirds of the course material was never tested in any way, should have just skipped everything after the first month.", CS513,"QUALITY
2.0
DIFFICULTY
4.0","Jun 30th, 2004"
Fred Schneider,No Comments, 513,"QUALITY
4.0
DIFFICULTY
3.0","May 11th, 2004"
Fred Schneider,No Comments, COS513,"QUALITY
1.5
DIFFICULTY
3.0","Feb 10th, 2004"
Nate Foster,"I would steer clear if you aren't interested in programming languages and proofs because 4110 is very much the love child of 2800+3110. The homeworks and prelims were really hard to get started on which makes it easy to get no credit. Despite hating the course content, I thought Nate was very genuine and considerate at every turn. Liked him a lot.", CS4110,"QUALITY
4.0
DIFFICULTY
5.0","Jan 6th, 2021"
Nate Foster,"He can't possibly be a better professor than Clarkson for CS 3110, let's be real here. Something about his dull lecturing style started grating on me after a while, and I feel like he didn't do a good job structuring CS 4110 to actually be interesting. The treatment of the material seems surface level to me, not enough detail to any specific topic.", CS4110,"QUALITY
1.0
DIFFICULTY
3.0","Dec 30th, 2020"
Nate Foster,"Amazing man, and amazing professor. He really cares about his students, and his lecturing style is engaging - he is clearly passionate about the subject matter, and conveys that passion to students. Grading criteria is very straightforward, but make sure you actually follow the rubric. All in all, if you can take a class with him, do it.", CS3110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 3rd, 2020"
Nate Foster,Best professor ever, CS4110,"QUALITY
5.0
DIFFICULTY
3.0","Oct 6th, 2020"
Nate Foster,"Foster was (thus far) my favorite professor at Cornell. Engaging, friendly, and incredibly committed to the course and its students. Even with the difficult transition to online learning this spring, he took enormous initiative to rapidly convert a class designed for in-person instruction into one that worked beautifully online. Highly recommend!", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","May 27th, 2020"
Nate Foster,"The best professor I've had so far at Cornell. Foster is not only extremely knowledgeable about functional programming and PL in general, but is genuinely caring about his students and has done a really good job this semester in dealing with the pandemic while maximizing our learning. Both 3110 professors are top-notch!", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","May 19th, 2020"
Nate Foster,"Prof. Foster is extraordinarily kind and extremely intelligible, but he is also quite busy compared to other professors. Unfortunately, CS 3110 is now a pale shadow of its former self, and many formerly important topics are no longer covered in great depth", CS3110,"QUALITY
5.0
DIFFICULTY
2.0","May 16th, 2020"
Nate Foster,You can actually learn in this class., CS3110,"QUALITY
5.0
DIFFICULTY
4.0","May 5th, 2020"
Nate Foster,"Without a doubt the single most thoughtful, compassionate professor I have had in the CS department and Cornell in general. Definitely a very difficult class, but he genuinely cares about the learning of all of his students, and he has been working really hard to accommodate and help us in the midst of the coronavirus pandemic.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Apr 30th, 2020"
Nate Foster,"I love Nate Foster! He is so passionate about the material and he presents it in a very clear manner. After lecture on Valentine's day, he had the tas hand out OCaml pickup lines and chocolates. I'm taking this class during the coronavirus pandemic, and Foster has really shown how much he cares for the wellbeing of students. Ta's also very helpful.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Apr 16th, 2020"
Nate Foster,"Professor Foster is the nicest, most accommodating professor I have had so far. Although the class is difficult, he works hard to make sure everyone is comfortable in the class and even puts fun music and puns into lectures. Even tho im prob gnna fail the class Great guy and does his best help with understanding 10/10 love him xoxo", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Mar 13th, 2020"
Nate Foster,"CS 3110 has cool material, but far too much work. Lectures are in general not too useful as concepts are presented much more simply than is necessary to get an understanding good enough for the prelims. Projects are too long, and since many of them are group projects, getting a good group is absolutely essential.", CS3110,"QUALITY
2.0
DIFFICULTY
4.0","Feb 29th, 2020"
